customerID,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,PaperlessBilling,Churn
6156-UZDLF,One year,26,87.15,2274.1,Credit card (automatic),Yes,Yes,No
3099-OONVS,Month-to-month,25,54.3,1296.8,Electronic check,Yes,No,No
9500-WBGRP,Two year,69,19.1,1268.85,Mailed check,No internet service,Yes,No
5183-KLYEM,Two year,72,112.75,8192.6,Credit card (automatic),Yes,Yes,No
5144-PQCDZ,Month-to-month,4,19.95,59.25,Mailed check,No internet service,Yes,No
8514-VZHEB,Two year,59,19.5,1147.85,Mailed check,No internet service,No,No
6625-IUTTT,Two year,67,65.55,4361.55,Bank transfer (automatic),No,No,No
9355-NPPFS,Month-to-month,26,78.8,2006.1,Electronic check,No,Yes,No
0068-FIGTF,One year,27,78.2,2078.95,Mailed check,Yes,No,No
5965-GGPRW,Two year,72,105.25,7609.75,Bank transfer (automatic),No,No,No
8035-PWSEV,Month-to-month,6,89.25,487.05,Electronic check,Yes,Yes,No
2236-HILPA,Two year,62,20.65,1218.45,Credit card (automatic),No internet service,No,No
1840-BIUOG,One year,20,68.7,1416.2,Electronic check,Yes,Yes,No
1356-MKYSK,Month-to-month,6,78.65,483.3,Credit card (automatic),Yes,No,No
6080-LNESI,Two year,51,24.75,1234.6,Mailed check,No internet service,No,No
1830-IPXVJ,Two year,61,19.75,1311.6,Credit card (automatic),No internet service,No,No
5828-DWPIL,Month-to-month,62,89.1,5618.3,Electronic check,No,Yes,No
8398-TBIYD,Two year,72,84.7,6185.15,Bank transfer (automatic),Yes,Yes,No
0011-IGKFF,Month-to-month,13,98.0,1237.85,Electronic check,No,Yes,Yes
4192-GORJT,Month-to-month,5,94.45,498.1,Electronic check,No,Yes,Yes
6496-SLWHQ,Month-to-month,3,105.0,294.45,Electronic check,No,Yes,Yes
9912-GVSEQ,Month-to-month,26,93.85,2381.55,Electronic check,No,Yes,Yes
2931-FSOHN,Month-to-month,13,59.9,788.35,Electronic check,No,Yes,No
9418-RUKPH,Two year,38,19.95,756.4,Mailed check,No internet service,Yes,No
5383-MMTWC,Month-to-month,8,84.0,613.4,Electronic check,No,Yes,Yes
9971-ZWPBF,Month-to-month,34,108.9,3625.2,Electronic check,Yes,Yes,No
4712-AUQZO,Month-to-month,18,33.6,550.35,Mailed check,No,No,No
9711-FJTBX,One year,56,85.85,4793.8,Mailed check,Yes,Yes,No
2908-ZTPNF,Month-to-month,36,34.85,1267.2,Bank transfer (automatic),Yes,Yes,No
7240-ETPTR,Month-to-month,9,48.75,442.2,Electronic check,No,Yes,Yes
2202-CUYXZ,Month-to-month,1,84.85,84.85,Electronic check,No,Yes,Yes
5995-OIGLP,Month-to-month,12,56.65,654.85,Mailed check,Yes,No,Yes
8421-WZOOW,Month-to-month,57,95.3,5567.45,Credit card (automatic),Yes,Yes,No
6261-RCVNS,One year,42,73.9,3160.55,Credit card (automatic),Yes,No,Yes
7951-QKZPL,Two year,33,24.5,740.3,Mailed check,No internet service,Yes,Yes
1414-YADCW,Two year,70,84.6,5706.2,Bank transfer (automatic),Yes,No,No
8756-RDDLT,Month-to-month,68,44.95,3085.35,Electronic check,Yes,No,No
2862-PFNIK,Month-to-month,1,24.7,24.7,Electronic check,No,Yes,No
5816-QVHRX,Month-to-month,37,100.3,3541.4,Credit card (automatic),Yes,No,No
4430-YHXGG,Month-to-month,4,25.45,84.2,Mailed check,No internet service,Yes,No
6888-SBYAI,Month-to-month,1,50.7,50.7,Mailed check,No,Yes,No
7395-XWZOY,Month-to-month,20,55.0,1165.55,Credit card (automatic),Yes,Yes,No
7169-YWAMK,Two year,72,68.4,4855.35,Bank transfer (automatic),Yes,No,No
3640-PHQXK,Month-to-month,31,89.9,2806.9,Electronic check,No,Yes,Yes
6877-LGWXO,Month-to-month,18,78.55,1422.65,Electronic check,No,No,Yes
6859-RKMZJ,Month-to-month,11,55.05,608.15,Bank transfer (automatic),No,Yes,No
2729-VNVAP,Two year,33,19.8,641.35,Credit card (automatic),No internet service,No,No
2957-JIRMN,One year,62,84.45,4959.15,Electronic check,No,No,No
2049-BAFNW,Month-to-month,1,35.9,35.9,Mailed check,Yes,No,No
3842-QTGDL,Month-to-month,16,80.75,1321.3,Bank transfer (automatic),No,No,No
7163-OCEQI,One year,22,78.65,1663.75,Mailed check,Yes,Yes,No
9782-LGXMC,Month-to-month,49,61.75,3024.15,Bank transfer (automatic),Yes,No,No
5975-BAICR,One year,36,63.7,2188.5,Credit card (automatic),No,Yes,No
8019-ENHXU,Month-to-month,42,99.45,4138.05,Electronic check,Yes,Yes,Yes
5167-GBFRE,Month-to-month,4,25.2,102.5,Bank transfer (automatic),No,Yes,Yes
9033-EOXWV,One year,12,74.05,872.65,Mailed check,Yes,No,Yes
4673-KKSLS,Month-to-month,31,87.6,2724.25,Electronic check,Yes,No,No
4853-OITSN,Month-to-month,5,89.15,413.25,Electronic check,No,Yes,No
9800-OUIGR,Two year,66,20.0,1374.2,Credit card (automatic),No internet service,No,No
1324-NLTJE,Month-to-month,15,55.0,757.1,Credit card (automatic),Yes,No,Yes
2324-EFHVG,Two year,64,104.4,6692.65,Bank transfer (automatic),No,Yes,No
7094-MSZAO,Month-to-month,10,20.05,218.5,Credit card (automatic),No internet service,Yes,No
1522-VVDMG,Month-to-month,7,89.75,608.8,Electronic check,Yes,Yes,Yes
6907-CQGPN,Month-to-month,29,34.3,1004.75,Electronic check,Yes,No,No
0780-XNZFN,Two year,57,20.65,1125.6,Bank transfer (automatic),No internet service,No,No
0239-OXEXL,Month-to-month,46,84.25,3847.6,Mailed check,No,No,No
2675-IJRGJ,Two year,53,19.65,978.0,Bank transfer (automatic),No internet service,No,No
7049-GKVZY,One year,17,79.85,1387.35,Credit card (automatic),Yes,No,No
8577-QSOCG,Two year,38,20.2,746.05,Mailed check,No internet service,Yes,No
3721-CNZHX,One year,15,19.8,304.6,Mailed check,No internet service,No,No
0212-ISBBF,Month-to-month,22,50.35,1098.85,Electronic check,No,Yes,No
9185-TQCVP,Month-to-month,14,85.15,1139.2,Electronic check,No,Yes,Yes
3585-YNADK,One year,57,74.6,4368.95,Bank transfer (automatic),Yes,No,No
5271-DBYSJ,Month-to-month,11,79.15,827.7,Credit card (automatic),No,Yes,No
1099-GODLO,Two year,1,20.35,20.35,Mailed check,No internet service,No,No
6828-HMKWP,Two year,12,21.05,262.05,Bank transfer (automatic),No internet service,No,No
5567-WSELE,Month-to-month,3,94.6,279.55,Electronic check,No,Yes,Yes
1472-TNCWL,Month-to-month,36,94.7,3512.5,Electronic check,No,Yes,No
8063-RJYNF,Month-to-month,16,94.25,1483.25,Electronic check,No,Yes,Yes
0687-ZVTHB,One year,65,72.45,4653.85,Credit card (automatic),No,No,Yes
2080-GKCWQ,Month-to-month,2,74.95,151.75,Electronic check,No,No,No
9661-ACXBS,Month-to-month,42,105.2,4400.75,Electronic check,No,Yes,Yes
2193-SFWQW,Two year,72,111.95,8033.1,Bank transfer (automatic),Yes,No,No
5656-JAMLX,Two year,62,19.85,1253.65,Bank transfer (automatic),No internet service,No,No
3462-BJQQA,Month-to-month,6,89.75,552.65,Electronic check,No,Yes,No
0442-TDYUO,Two year,48,20.05,1036.0,Mailed check,No internet service,Yes,No
6733-LRIZX,Two year,35,108.95,4025.5,Electronic check,Yes,Yes,No
9503-XJUME,One year,52,19.65,928.4,Credit card (automatic),No internet service,No,No
4367-NHWMM,Month-to-month,1,24.9,24.9,Mailed check,No,Yes,No
3727-RJMEO,Month-to-month,6,82.85,460.25,Electronic check,No,Yes,Yes
3779-OSWCF,Two year,71,93.2,6506.15,Credit card (automatic),Yes,No,No
6736-DHUQI,One year,67,84.8,5598.3,Bank transfer (automatic),No,No,No
3915-ODIYG,One year,60,71.75,4374.55,Electronic check,No,Yes,No
1360-RCYRT,Month-to-month,23,30.35,678.75,Bank transfer (automatic),Yes,Yes,No
2724-FJDYW,One year,39,54.85,2191.7,Bank transfer (automatic),Yes,No,No
4451-RWASJ,One year,15,19.5,239.75,Mailed check,No internet service,Yes,No
6646-VRFOL,Month-to-month,53,103.85,5485.5,Electronic check,No,Yes,Yes
3460-TJBWI,Two year,24,24.2,609.05,Mailed check,No internet service,No,No
5917-HBSDW,Month-to-month,37,19.35,683.75,Electronic check,No internet service,No,No
5685-IIXLY,Month-to-month,5,83.6,404.2,Electronic check,No,Yes,Yes
5671-UUNXD,One year,50,100.65,5189.75,Electronic check,Yes,Yes,No
0956-ACVZC,One year,54,94.1,5060.9,Credit card (automatic),No,Yes,No
2325-NBPZG,Month-to-month,3,74.55,233.65,Electronic check,No,Yes,No
4250-ZBWLV,One year,68,108.45,7176.55,Electronic check,Yes,No,Yes
4482-FTFFX,Month-to-month,5,56.15,291.45,Electronic check,Yes,No,No
8859-DZTGQ,Two year,33,20.35,689.75,Mailed check,No internet service,No,No
0440-MOGPM,One year,41,80.55,3263.9,Electronic check,No,Yes,No
0020-JDNXP,One year,34,61.25,1993.2,Mailed check,Yes,No,No
3752-CQSJI,Month-to-month,13,20.45,254.5,Mailed check,No internet service,Yes,No
5025-GOOKI,Month-to-month,20,18.9,347.65,Credit card (automatic),No internet service,Yes,No
4698-KVLLG,Two year,51,19.6,967.9,Credit card (automatic),No internet service,No,No
5095-AESKG,Month-to-month,3,91.5,242.95,Credit card (automatic),No,Yes,Yes
2887-JPYLU,Month-to-month,41,45.2,1841.9,Bank transfer (automatic),No,No,No
4770-QAZXN,Month-to-month,13,19.45,232.1,Credit card (automatic),No internet service,No,No
4896-CPRPF,Two year,35,25.45,809.25,Bank transfer (automatic),No internet service,No,No
1871-MOWRM,Month-to-month,12,80.85,866.45,Bank transfer (automatic),Yes,No,Yes
9714-EDSUC,Month-to-month,4,94.9,360.55,Mailed check,Yes,Yes,No
2027-OAQQC,Month-to-month,43,49.05,2076.2,Bank transfer (automatic),No,Yes,Yes
0282-NVSJS,Month-to-month,12,29.3,355.9,Mailed check,Yes,Yes,No
9090-SGQXL,Month-to-month,68,105.3,7299.65,Electronic check,No,Yes,Yes
6595-YGXIT,Month-to-month,25,88.95,2291.2,Electronic check,No,Yes,Yes
7353-YOWFP,One year,7,20.25,129.15,Mailed check,No internet service,No,No
9835-ZIITK,One year,66,110.85,7491.75,Electronic check,Yes,Yes,Yes
8008-ESFLK,One year,53,110.5,5835.5,Electronic check,Yes,No,No
7537-CBQUZ,Month-to-month,63,109.4,7031.45,Bank transfer (automatic),No,Yes,No
1555-DJEQW,Two year,70,114.2,7723.9,Bank transfer (automatic),Yes,Yes,Yes
5649-TJHOV,Month-to-month,27,36.5,1032.0,Bank transfer (automatic),No,No,Yes
0519-XUZJU,Month-to-month,1,70.75,70.75,Mailed check,No,No,Yes
3363-EWLGO,Month-to-month,5,19.95,109.6,Mailed check,No internet service,No,No
4750-UKWJK,One year,37,19.6,727.8,Mailed check,No internet service,No,No
6338-AVWCY,Month-to-month,3,40.15,130.75,Mailed check,No,Yes,Yes
1689-YQBYY,Month-to-month,12,76.6,893.0,Electronic check,No,Yes,No
4487-ZYJZK,One year,38,19.6,763.1,Credit card (automatic),No internet service,No,No
2959-FENLU,Month-to-month,9,85.3,781.4,Credit card (automatic),No,Yes,No
0708-LGSMF,Month-to-month,13,65.85,902.25,Electronic check,No,Yes,No
9253-QXKBE,Month-to-month,29,94.45,2653.65,Electronic check,No,Yes,Yes
7634-HLQJR,Two year,47,20.05,1016.7,Credit card (automatic),No internet service,No,No
0487-RPVUM,Month-to-month,61,99.4,5943.65,Bank transfer (automatic),Yes,No,No
4079-ULGFR,Month-to-month,16,20.0,275.7,Mailed check,No internet service,No,No
2516-XSJKX,Two year,41,78.45,3126.45,Electronic check,Yes,No,No
0057-QBUQH,Two year,43,25.1,1070.15,Electronic check,No internet service,Yes,No
9445-SZLCH,Month-to-month,36,97.35,3457.9,Bank transfer (automatic),No,Yes,Yes
6599-SFQVE,Month-to-month,6,55.0,340.4,Electronic check,No,Yes,No
8331-ZXFOE,One year,58,71.1,4299.2,Credit card (automatic),Yes,Yes,No
4003-FUSHP,Month-to-month,19,61.55,1093.2,Credit card (automatic),Yes,Yes,No
0356-ERHVT,Month-to-month,11,45.9,521.9,Bank transfer (automatic),No,Yes,No
7325-ENZFI,One year,39,40.3,1630.4,Bank transfer (automatic),Yes,Yes,No
4884-ZTHVF,Month-to-month,8,87.1,713.6,Electronic check,No,Yes,No
3920-HIHMQ,Month-to-month,26,49.5,1265.65,Mailed check,No,Yes,No
3055-OYMSE,Month-to-month,53,73.8,4003.85,Credit card (automatic),No,Yes,No
0613-WUXUM,Two year,70,19.2,1401.4,Mailed check,No internet service,Yes,No
7568-PODML,Month-to-month,1,45.3,45.3,Mailed check,No,Yes,Yes
4458-KVRBJ,Two year,59,25.0,1510.5,Mailed check,No internet service,No,No
5349-IECLD,Month-to-month,2,94.95,178.1,Electronic check,No,No,Yes
1397-XKKWR,One year,7,35.3,264.8,Mailed check,No,No,No
3945-GFWQL,Month-to-month,12,44.55,480.6,Electronic check,No,Yes,Yes
8097-OMULG,One year,59,76.75,4541.9,Credit card (automatic),Yes,No,No
6013-BHCAW,Two year,61,81.0,4976.15,Bank transfer (automatic),Yes,Yes,No
0401-WDBXM,Two year,72,105.55,7542.25,Bank transfer (automatic),No,Yes,No
3387-PLKUI,Month-to-month,13,18.8,251.25,Mailed check,No internet service,No,No
6096-EGVTU,One year,64,24.9,1595.5,Mailed check,No internet service,No,No
3797-VTIDR,Month-to-month,1,23.45,23.45,Electronic check,No,Yes,Yes
5081-NWSUP,One year,10,64.9,685.55,Mailed check,Yes,No,No
2580-ATZSQ,One year,65,61.35,3874.1,Bank transfer (automatic),No,No,No
8085-MSNLK,Two year,62,113.95,6891.4,Mailed check,Yes,No,No
9691-HKOVS,One year,55,90.15,4916.95,Electronic check,Yes,Yes,No
9881-VCZEP,Month-to-month,25,54.1,1373.0,Electronic check,No,No,No
9526-BIHHD,Month-to-month,1,29.7,29.7,Mailed check,No,No,Yes
8757-TFHHJ,Month-to-month,1,49.8,49.8,Credit card (automatic),No,Yes,No
4523-WXCEF,Month-to-month,59,101.1,6039.9,Electronic check,No,No,Yes
1468-DEFNC,Two year,64,24.4,1548.65,Bank transfer (automatic),No internet service,Yes,No
5119-KEPFY,Month-to-month,36,95.0,3440.25,Bank transfer (automatic),No,Yes,No
8364-TRMMK,Month-to-month,3,50.65,151.3,Mailed check,No,Yes,Yes
0916-KNFAJ,Two year,61,69.9,4226.7,Mailed check,No,Yes,No
8319-QBEHW,One year,26,39.95,1023.75,Bank transfer (automatic),No,Yes,No
3063-QFSZL,Month-to-month,1,55.4,55.4,Electronic check,No,Yes,Yes
8775-LHDJH,Month-to-month,1,90.6,90.6,Electronic check,No,Yes,Yes
9625-QNLUX,Two year,68,103.25,7074.4,Credit card (automatic),No,Yes,No
3097-NQYSN,Month-to-month,2,86.85,156.35,Mailed check,No,Yes,Yes
4024-CSNBY,Two year,72,94.25,6849.75,Bank transfer (automatic),Yes,Yes,No
7110-BDTWG,Two year,71,47.05,3263.6,Electronic check,Yes,Yes,No
7493-GVFIO,Two year,57,20.55,1252.85,Credit card (automatic),No internet service,No,No
0690-SRQID,Month-to-month,4,19.65,67.55,Mailed check,No internet service,Yes,No
9605-WGJVW,Month-to-month,1,70.2,70.2,Electronic check,No,Yes,No
9114-DPSIA,Two year,72,81.0,5750.0,Credit card (automatic),Yes,No,No
4700-UBQMV,One year,21,75.9,1549.75,Bank transfer (automatic),No,Yes,No
7711-GQBZC,Two year,71,24.7,1810.55,Bank transfer (automatic),No internet service,No,No
3565-UNOCC,Month-to-month,29,99.05,2952.85,Bank transfer (automatic),No,Yes,Yes
4627-MIHJH,Two year,69,110.25,7467.55,Credit card (automatic),Yes,No,No
9795-NREXC,Two year,64,85.0,5484.4,Credit card (automatic),Yes,Yes,No
8573-CGOCC,Month-to-month,16,19.75,294.9,Credit card (automatic),No internet service,No,No
7356-AYNJP,One year,4,23.9,97.5,Electronic check,No internet service,No,No
9249-FXSCK,One year,52,111.25,5916.45,Credit card (automatic),Yes,Yes,Yes
5493-SDRDQ,Month-to-month,2,55.1,113.35,Mailed check,No,Yes,Yes
6286-SUUWT,Month-to-month,1,19.95,19.95,Mailed check,No internet service,No,No
4819-HJPIW,Month-to-month,18,25.15,476.8,Mailed check,No,No,No
8654-DHAOW,Month-to-month,2,54.15,101.65,Mailed check,No,No,No
5438-QMDDL,Month-to-month,19,59.8,1130.85,Mailed check,No,Yes,No
9812-GHVRI,Month-to-month,40,83.85,3532.25,Bank transfer (automatic),No,No,No
5553-AOINX,One year,66,104.9,6891.45,Electronic check,No,Yes,No
1228-ZLNBX,Month-to-month,21,75.3,1570.7,Mailed check,No,No,No
4226-KKDON,Month-to-month,8,66.65,520.95,Electronic check,Yes,Yes,No
3831-YCPUO,Two year,72,109.5,7854.9,Credit card (automatic),Yes,Yes,No
7445-WMRBW,One year,48,73.85,3581.4,Bank transfer (automatic),Yes,Yes,No
3308-DGHKL,Two year,69,19.3,1447.9,Bank transfer (automatic),No internet service,Yes,No
9924-JPRMC,Two year,72,118.2,8547.15,Electronic check,Yes,Yes,No
0080-EMYVY,One year,14,51.45,727.85,Credit card (automatic),No,No,No
6218-KNUBD,Month-to-month,6,59.45,357.6,Electronic check,No,No,No
7337-CINUD,Two year,8,19.5,159.35,Bank transfer (automatic),No internet service,No,No
7609-NRNCA,One year,17,19.55,280.85,Mailed check,No internet service,No,No
0623-EJQEG,One year,65,93.55,6069.25,Electronic check,Yes,No,No
7153-CHRBV,One year,57,59.3,3274.35,Mailed check,Yes,Yes,No
0871-URUWO,Month-to-month,13,102.25,1359.0,Credit card (automatic),No,Yes,Yes
9190-MFJLN,Month-to-month,19,95.9,1777.9,Credit card (automatic),No,Yes,Yes
6198-PNNSZ,One year,56,109.8,6109.65,Bank transfer (automatic),No,No,No
3317-VLGQT,Month-to-month,14,78.1,1122.4,Electronic check,No,Yes,No
4132-POCZS,Month-to-month,52,39.9,2020.9,Electronic check,No,Yes,No
5614-DNZCE,Two year,58,64.9,3795.45,Credit card (automatic),Yes,Yes,No
1095-JUDTC,Month-to-month,47,95.05,4504.55,Electronic check,Yes,Yes,Yes
3896-RCYYE,Month-to-month,67,53.4,3579.15,Credit card (automatic),Yes,Yes,No
9638-JIQYA,Month-to-month,2,24.9,49.7,Credit card (automatic),No,Yes,No
3258-SANFR,Month-to-month,6,44.7,276.5,Credit card (automatic),No,No,No
3726-TBHQT,Two year,71,114.0,8175.9,Bank transfer (automatic),Yes,Yes,No
3190-ITQXP,Two year,46,20.25,890.35,Bank transfer (automatic),No internet service,No,No
0870-VEMYL,Month-to-month,5,53.85,259.8,Credit card (automatic),Yes,No,Yes
4833-QTJNO,Month-to-month,67,83.85,5588.8,Bank transfer (automatic),No,No,No
3039-MJSLN,Month-to-month,3,20.2,50.6,Bank transfer (automatic),No internet service,No,No
0178-CIIKR,Month-to-month,3,19.95,58.0,Mailed check,No internet service,No,No
5385-SUIRI,Month-to-month,52,104.2,5568.35,Electronic check,No,Yes,Yes
3982-XWFZQ,Month-to-month,42,50.25,2203.65,Electronic check,No,Yes,Yes
5774-QPLTF,One year,50,20.35,938.95,Mailed check,No internet service,Yes,No
2322-VCZHZ,Month-to-month,23,90.0,2024.1,Electronic check,No,Yes,No
5010-IPEAQ,Two year,67,54.2,3623.95,Credit card (automatic),Yes,No,No
4009-ALQFH,Month-to-month,25,99.5,2369.05,Electronic check,No,Yes,Yes
6383-ZTSIW,One year,39,99.1,3877.95,Mailed check,No,No,No
8990-YOZLV,Two year,69,66.9,4577.9,Mailed check,Yes,Yes,No
3069-SSVSN,One year,1,25.85,25.85,Mailed check,No,No,No
5222-IMUKT,Month-to-month,32,91.05,2871.5,Electronic check,No,No,No
3627-FCRDW,Month-to-month,9,71.0,672.55,Electronic check,No,No,Yes
7562-GSUHK,Month-to-month,16,93.2,1573.7,Credit card (automatic),No,Yes,Yes
6685-XSHHU,Two year,60,20.95,1270.55,Bank transfer (automatic),No internet service,Yes,No
8901-UPRHR,Two year,72,109.2,7711.45,Bank transfer (automatic),Yes,Yes,No
4903-UYAVB,Month-to-month,5,19.35,126.05,Mailed check,No internet service,No,Yes
0118-JPNOY,Month-to-month,26,85.8,2193.65,Credit card (automatic),No,Yes,No
6776-TLWOI,Month-to-month,3,19.85,64.55,Mailed check,No internet service,No,Yes
3845-FXCYS,Month-to-month,2,19.65,31.2,Electronic check,No internet service,Yes,No
5857-XRECV,One year,2,20.5,38.25,Bank transfer (automatic),No internet service,No,No
0725-CXOTM,One year,36,89.65,3348.1,Credit card (automatic),Yes,Yes,No
4343-EJVQB,Month-to-month,7,74.35,533.6,Mailed check,No,No,No
9000-PLFUZ,Two year,60,49.45,2907.55,Credit card (automatic),No,Yes,No
3427-GGZZI,Month-to-month,19,89.1,1620.8,Electronic check,No,Yes,No
7779-ORAEL,Two year,45,75.15,3480.35,Credit card (automatic),Yes,No,No
0644-OQMDK,Month-to-month,4,70.65,293.85,Electronic check,No,Yes,No
4077-CROMM,Month-to-month,31,104.2,3243.45,Electronic check,Yes,Yes,Yes
3154-CFSZG,Month-to-month,47,90.05,4137.2,Electronic check,No,No,No
2868-MZAGQ,Month-to-month,1,79.25,79.25,Electronic check,No,Yes,Yes
4847-QNOKA,Month-to-month,1,44.9,44.9,Bank transfer (automatic),No,Yes,Yes
2220-IAHLS,Month-to-month,1,19.4,19.4,Credit card (automatic),No internet service,No,No
1658-XUHBX,Month-to-month,59,88.75,5348.65,Credit card (automatic),No,Yes,No
6379-RXJRQ,Month-to-month,10,70.1,659.65,Electronic check,No,Yes,Yes
2378-HTWFW,Month-to-month,35,91.0,3180.5,Credit card (automatic),No,No,No
8650-RHRKE,Month-to-month,4,29.65,118.5,Electronic check,No,Yes,Yes
4377-VDHYI,One year,32,90.8,3023.85,Electronic check,No,Yes,No
0475-RIJEP,Month-to-month,43,77.85,3365.85,Electronic check,No,Yes,Yes
1260-TTRXI,Month-to-month,4,54.3,195.3,Electronic check,No,No,Yes
3719-TDVQB,Two year,54,18.95,1031.1,Mailed check,No internet service,Yes,No
6328-ZPBGN,Month-to-month,11,95.15,997.65,Bank transfer (automatic),No,Yes,Yes
0201-MIBOL,Two year,66,102.4,6471.85,Bank transfer (automatic),No,Yes,No
4937-QPZPO,One year,61,99.9,6241.35,Electronic check,No,Yes,No
2925-VDZHY,Two year,72,88.7,6501.35,Credit card (automatic),Yes,No,No
6981-TDRFT,One year,44,54.3,2317.1,Electronic check,Yes,Yes,No
3413-CSSTH,Month-to-month,41,55.7,2237.55,Bank transfer (automatic),No,Yes,No
8033-VCZGH,One year,50,103.95,5231.3,Electronic check,No,Yes,No
4789-KWMXN,One year,47,110.85,5275.8,Credit card (automatic),Yes,Yes,Yes
0224-NIJLP,Two year,8,20.15,165.5,Mailed check,No internet service,No,No
7542-CYDDM,Month-to-month,18,20.05,358.5,Mailed check,No internet service,No,No
4718-WXBGI,Two year,72,91.95,6614.9,Credit card (automatic),Yes,Yes,No
2867-UIMSS,Month-to-month,1,80.5,80.5,Electronic check,No,No,Yes
8495-PRWFH,Month-to-month,42,55.65,2421.75,Electronic check,No,No,No
0439-IFYUN,Month-to-month,18,74.7,1294.6,Electronic check,No,Yes,No
5716-LIBJC,One year,13,104.15,1299.1,Credit card (automatic),No,Yes,No
2868-LLSKM,One year,68,83.65,5733.4,Bank transfer (automatic),Yes,Yes,No
8111-RKSPX,Month-to-month,4,72.2,305.55,Bank transfer (automatic),No,Yes,Yes
2988-QRAJY,Two year,69,110.05,7430.75,Credit card (automatic),No,Yes,No
1585-MQSSU,Month-to-month,17,51.5,900.5,Mailed check,Yes,No,Yes
0071-NDAFP,Two year,25,25.5,630.6,Credit card (automatic),No internet service,No,No
2856-NNASM,Month-to-month,43,89.55,3856.75,Mailed check,No,Yes,Yes
7328-ZJAJO,Two year,59,19.5,1222.65,Credit card (automatic),No internet service,No,No
6458-CYIDZ,Month-to-month,5,80.7,374.8,Electronic check,No,No,No
8559-CIZFV,One year,21,77.5,1625.0,Mailed check,Yes,No,Yes
1090-PYKCI,One year,69,105.1,7234.8,Credit card (automatic),Yes,Yes,No
3058-WQDRE,Month-to-month,13,25.15,331.85,Bank transfer (automatic),No,Yes,No
7547-EKNFS,Month-to-month,42,95.25,3959.35,Bank transfer (automatic),No,Yes,Yes
2279-AXJJK,Month-to-month,52,95.65,5088.4,Credit card (automatic),Yes,Yes,No
6769-DYBQN,Month-to-month,46,85.0,3969.4,Electronic check,No,No,Yes
0909-SELIE,Two year,61,80.8,4860.85,Bank transfer (automatic),Yes,Yes,No
3417-TSCIC,One year,29,24.85,788.05,Mailed check,No,Yes,No
1042-HFUCW,One year,25,54.75,1266.35,Credit card (automatic),Yes,Yes,No
4439-JMPMT,Month-to-month,5,85.75,470.95,Electronic check,Yes,Yes,Yes
6537-OTKMY,One year,15,50.75,688.2,Electronic check,No,No,No
8999-EXMNO,Two year,19,20.15,387.7,Mailed check,No internet service,No,No
6725-TPKJO,Two year,44,20.05,845.25,Mailed check,No internet service,No,No
2446-BEGGB,Month-to-month,6,98.25,560.6,Electronic check,No,Yes,Yes
7162-WPHPM,Two year,58,71.6,4230.25,Credit card (automatic),Yes,No,No
1599-MMYRQ,One year,62,81.45,4983.05,Credit card (automatic),No,Yes,No
8821-KVZKQ,One year,70,58.4,4113.15,Bank transfer (automatic),Yes,Yes,No
1496-GGSUK,Month-to-month,1,25.7,25.7,Mailed check,No,Yes,Yes
6434-TTGJP,Two year,10,53.7,521.0,Credit card (automatic),Yes,No,No
0042-JVWOJ,One year,26,19.6,471.85,Bank transfer (automatic),No internet service,Yes,No
0130-SXOUN,Month-to-month,66,89.4,5976.9,Credit card (automatic),No,No,No
2575-GFSOE,Month-to-month,7,69.0,506.9,Electronic check,No,Yes,Yes
2330-PQGDQ,One year,51,84.2,4299.75,Bank transfer (automatic),Yes,No,No
1452-UZOSF,Two year,72,106.1,7548.6,Credit card (automatic),Yes,Yes,No
2097-YVPKN,Two year,65,25.75,1654.75,Mailed check,No internet service,No,No
2842-JTCCU,Month-to-month,2,46.05,80.35,Bank transfer (automatic),No,No,Yes
8597-CTXVJ,One year,70,64.95,4551.5,Bank transfer (automatic),Yes,No,No
6631-HMANX,Two year,72,85.45,6227.5,Credit card (automatic),Yes,Yes,No
9962-BFPDU,Month-to-month,1,20.05,20.05,Mailed check,No internet service,No,No
3296-SILRA,Month-to-month,1,76.4,76.4,Mailed check,No,Yes,Yes
9681-OXGVC,Month-to-month,5,100.5,514.0,Electronic check,No,Yes,Yes
6394-HHHZM,Month-to-month,3,20.7,57.5,Mailed check,No internet service,No,No
5995-LFTLE,Two year,58,25.3,1474.35,Credit card (automatic),No internet service,Yes,No
5180-UCIIQ,Month-to-month,22,40.05,880.2,Mailed check,No,No,Yes
1932-UEDCX,Month-to-month,33,100.6,3270.25,Bank transfer (automatic),No,Yes,No
7153-OANIO,Month-to-month,1,69.95,69.95,Electronic check,No,No,Yes
5188-HGMLP,Month-to-month,54,74.0,3919.15,Bank transfer (automatic),No,No,No
0665-XHDJU,Two year,72,99.4,7285.7,Electronic check,No,Yes,No
6521-YYTYI,Month-to-month,1,93.3,93.3,Electronic check,No,Yes,Yes
8878-HMWBV,Month-to-month,3,49.15,169.05,Electronic check,No,Yes,Yes
8265-HKSOW,Two year,72,107.45,7658.3,Credit card (automatic),Yes,No,No
3544-FBCAS,Two year,72,83.6,5959.3,Credit card (automatic),No,Yes,No
5331-RGMTT,Month-to-month,54,99.05,5295.7,Credit card (automatic),No,Yes,No
4759-PXTAN,One year,59,80.1,4693.2,Electronic check,Yes,Yes,No
7054-DMVAS,Two year,54,65.3,3512.9,Bank transfer (automatic),No,Yes,No
